<,10562,4,1,65,62,57,31,DE,42,-41,>
<,10563,4,1,65,62,76,36,DE,42,-41,>
<,10564,4,1,65,63,A7,F8,87,42,-44,>
<,10565,4,1,65,62,95,3B,DE,42,-41,>
<,10566,4,1,65,62,B4,40,DE,42,-42,>
<,10567,4,1,65,62,D3,45,DE,42,-41,>
<,10568,4,1,65,63,C6,FD,87,42,-40,>
<,10569,4,1,65,62,F2,4A,DE,42,-41,>
<,10570,4,1,65,62,11,50,DE,42,-41,>
<,10571,4,1,65,63,E5,2,88,42,-39,>
<,10572,4,1,65,62,30,55,DE,42,-40,>
<,10573,4,1,65,62,4F,5A,DE,42,-40,>
<,10574,4,1,65,61,CA,21,47,43,-40,>
<,10575,4,1,65,63,4,8,88,42,-41,>
<,10576,4,1,65,62,6E,5F,DE,42,-40,>
<,10577,4,1,65,62,8D,64,DE,42,-41,>
<,10578,4,1,65,63,23,D,88,42,-42,>
<,10579,4,1,65,62,AC,69,DE,42,-40,>
<,10580,4,1,65,62,CB,6E,DE,42,-42,>
<,10581,4,1,65,62,EA,73,DE,42,-41,>
<,10582,4,1,65,63,42,12,88,42,-39,>
<,10583,4,1,65,62,9,79,DE,42,-42,>
<,10584,4,1,65,61,59,24,47,43,-42,>
<,10585,4,1,65,62,28,7E,DE,42,-41,>
<,10586,4,1,65,63,61,17,88,42,-40,>
<,10587,4,1,65,62,47,83,DE,42,-40,>
<,10588,4,1,65,62,66,88,DE,42,-41,>
<,10589,4,1,65,63,80,1C,88,42,-41,>
<,10590,4,1,65,62,85,8D,DE,42,-41,>
<,10591,4,1,65,61,E8,26,47,43,-42,>
<,10592,4,1,65,62,A4,92,DE,42,-41,>
<,10593,4,1,65,63,9F,21,88,42,-53,>
<,10594,4,1,65,62,C3,97,DE,42,-39,>
<,10595,4,1,65,62,E2,9C,DE,42,-40,>
<,10596,4,1,65,61,77,29,47,43,-40,>
<,10597,4,1,65,62,1,A2,DE,42,-41,>
<,10598,4,1,65,63,BE,26,88,42,-41,>
<,10599,4,1,65,62,20,A7,DE,42,-41,>
<,10600,4,1,65,61,6,2C,47,43,-41,>
<,10601,4,1,65,62,3F,AC,DE,42,-41,>
<,10602,4,1,65,63,DD,2B,88,42,-41,>
<,10603,4,1,65,61,95,2E,47,43,-41,>
<,10604,4,1,65,63,FC,30,88,42,-41,>
<,10605,4,1,65,62,5E,B1,DE,42,-40,>
<,10606,4,1,65,61,24,31,47,43,-41,>
<,10607,4,1,65,63,1B,36,88,42,-40,>
<,10608,4,1,65,61,B3,33,47,43,-40,>
<,10609,4,1,65,62,7D,B6,DE,42,-41,>
<,10610,4,1,65,63,3A,3B,88,42,-41,>
<,10611,4,1,65,61,42,36,47,43,-47,>
<,10612,4,1,65,63,59,40,88,42,-39,>
<,10613,4,1,65,62,9C,BB,DE,42,-39,>
<,10614,4,1,65,63,78,45,88,42,-40,>
<,10615,4,1,65,62,BB,C0,DE,42,-42,>
<,10616,4,1,65,63,97,4A,88,42,-40,>
<,10617,4,1,65,63,B6,4F,88,42,-42,>
<,10618,4,1,65,62,DA,C5,DE,42,-48,>
<,10619,4,1,65,63,D5,54,88,42,-42,>
<,10620,4,1,65,62,F9,CA,DE,42,-41,>
<,10621,4,1,65,63,F4,59,88,42,-49,>
<,10622,4,1,65,61,D1,38,47,43,-41,>
<,10623,4,1,65,63,13,5F,88,42,-41,>
<,10624,4,1,65,62,18,D0,DE,42,-41,>
<,10625,4,1,65,63,32,64,88,42,-41,>
<,10626,4,1,65,62,37,D5,DE,42,-39,>
<,10627,4,1,65,63,51,69,88,42,-41,>
<,10628,4,1,65,62,56,DA,DE,42,-40,>
<,10629,4,1,65,63,70,6E,88,42,-41,>
<,10630,4,1,65,63,8F,73,88,42,-48,>
<,10631,4,1,65,62,75,DF,DE,42,-41,>
<,10632,4,1,65,63,AE,78,88,42,-51,>
<,10633,4,1,65,62,94,E4,DE,42,-42,>
<,10634,4,1,65,63,CD,7D,88,42,-41,>
<,10635,4,1,65,61,60,3B,47,43,-40,>
<,10636,4,1,65,62,B3,E9,DE,42,-41,>
<,10637,4,1,65,63,EC,82,88,42,-44,>
<,10638,4,1,65,63,B,88,88,42,-41,>
<,10639,4,1,65,62,D2,EE,DE,42,-41,>
<,10640,4,1,65,61,EF,3D,47,43,-41,>
<,10641,4,1,65,63,2A,8D,88,42,-43,>
<,10642,4,1,65,62,F1,F3,DE,42,-42,>
<,10643,4,1,65,63,49,92,88,42,-41,>
<,10644,4,1,65,61,7E,40,47,43,-42,>
<,10645,4,1,65,62,10,F9,DE,42,-42,>
<,10646,4,1,65,63,68,97,88,42,-41,>
<,10647,4,1,65,61,D,43,47,43,-41,>
<,10648,4,1,65,62,2F,FE,DE,42,-42,>
<,10649,4,1,65,62,4E,3,DF,42,-42,>
<,10650,4,1,65,63,87,9C,88,42,-42,>
<,10651,4,1,65,61,9C,45,47,43,-43,>
<,10652,4,1,65,62,6D,8,DF,42,-42,>
<,10653,4,1,65,62,8C,D,DF,42,-48,>
<,10654,4,1,65,63,A6,A1,88,42,-42,>
<,10655,4,1,65,61,2B,48,47,43,-42,>
<,10656,4,1,65,62,AB,12,DF,42,-42,>
<,10657,4,1,65,62,CA,17,DF,42,-42,>
<,10658,4,1,65,63,C5,A6,88,42,-43,>
<,10659,4,1,65,62,E9,1C,DF,42,-42,>
<,10660,4,1,65,61,BA,4A,47,43,-42,>
<,10661,4,1,65,62,8,22,DF,42,-41,>
<,10662,4,1,65,63,E4,AB,88,42,-41,>
<,10663,4,1,65,62,27,27,DF,42,-42,>
<,10664,4,1,65,61,49,4D,47,43,-41,>
<,10665,4,1,65,63,3,B1,88,42,-41,>
<,10666,4,1,65,61,D8,4F,47,43,-42,>
<,10667,4,1,65,62,46,2C,DF,42,-43,>
<,10668,4,1,65,63,22,B6,88,42,-42,>
<,10669,4,1,65,62,65,31,DF,42,-42,>
<,10670,4,1,65,63,41,BB,88,42,-52,>
<,10671,4,1,65,63,60,C0,88,42,-41,>
<,10672,4,1,65,62,84,36,DF,42,-41,>
<,10673,4,1,65,63,7F,C5,88,42,-42,>
<,10674,4,1,65,62,A3,3B,DF,42,-41,>
<,10675,4,1,65,63,9E,CA,88,42,-41,>
<,10676,4,1,65,62,C2,40,DF,42,-42,>
<,10677,4,1,65,63,BD,CF,88,42,-41,>
<,10678,4,1,65,62,E1,45,DF,42,-42,>
<,10679,4,1,65,62,0,4B,DF,42,-42,>
<,10680,4,1,65,63,DC,D4,88,42,-42,>
<,10681,4,1,65,62,1F,50,DF,42,-42,>
<,10682,4,1,65,62,3E,55,DF,42,-41,>
<,10683,4,1,65,63,FB,D9,88,42,-41,>
<,10684,4,1,65,62,5D,5A,DF,42,-42,>
<,10685,4,1,65,62,7C,5F,DF,42,-44,>
<,10686,4,1,65,63,1A,DF,88,42,-44,>
<,10687,4,1,65,62,9B,64,DF,42,-41,>
<,10688,4,1,65,62,BA,69,DF,42,-45,>
<,10689,4,1,65,63,39,E4,88,42,-43,>
<,10690,4,1,65,62,D9,6E,DF,42,-44,>
<,10691,4,1,65,63,58,E9,88,42,-43,>
<,10692,4,1,65,62,F8,73,DF,42,-42,>
<,10693,4,1,65,61,67,52,47,43,-41,>
<,10694,4,1,65,63,77,EE,88,42,-41,>
<,10695,4,1,65,62,17,79,DF,42,-42,>
<,10696,4,1,65,62,36,7E,DF,42,-49,>
<,10697,4,1,65,62,55,83,DF,42,-42,>
<,10698,4,1,65,63,96,F3,88,42,-42,>
<,10699,4,1,65,62,74,88,DF,42,-41,>
<,10700,4,1,65,63,B5,F8,88,42,-47,>
<,10701,4,1,65,62,93,8D,DF,42,-45,>
<,10702,4,1,65,61,F6,54,47,43,-47,>
<,10703,4,1,65,62,B2,92,DF,42,-45,>
<,10704,4,1,65,63,D4,FD,88,42,-44,>
<,10705,4,1,65,62,D1,97,DF,42,-47,>
<,10706,4,1,65,62,F0,9C,DF,42,-58,>
<,10707,4,1,65,61,85,57,47,43,-45,>
<,10708,4,1,65,63,F3,2,89,42,-43,>
<,10709,4,1,65,62,F,A2,DF,42,-49,>
<,10710,4,1,65,62,2E,A7,DF,42,-44,>
<,10711,4,1,65,61,14,5A,47,43,-44,>
<,10712,4,1,65,63,12,8,89,42,-44,>
<,10713,4,1,65,62,4D,AC,DF,42,-47,>
<,10714,4,1,65,61,A3,5C,47,43,-46,>
<,10715,4,1,65,62,6C,B1,DF,42,-46,>
<,10716,4,1,65,63,31,D,89,42,-46,>
<,10717,4,1,65,62,8B,B6,DF,42,-44,>
<,10718,4,1,65,61,32,5F,47,43,-44,>
<,10719,4,1,65,62,AA,BB,DF,42,-44,>
<,10720,4,1,65,63,50,12,89,42,-44,>
<,10721,4,1,65,62,C9,C0,DF,42,-51,>
<,10722,4,1,65,61,C1,61,47,43,-43,>
<,10723,4,1,65,62,E8,C5,DF,42,-45,>
<,10724,4,1,65,63,6F,17,89,42,-44,>
<,10725,4,1,65,62,7,CB,DF,42,-43,>
<,10726,4,1,65,61,50,64,47,43,-42,>
<,10727,4,1,65,63,8E,1C,89,42,-44,>
<,10728,4,1,65,62,26,D0,DF,42,-51,>
<,10729,4,1,65,62,45,D5,DF,42,-43,>
<,10730,4,1,65,61,DF,66,47,43,-53,>
<,10731,4,1,65,63,AD,21,89,42,-45,>
<,10732,4,1,65,62,64,DA,DF,42,-44,>
<,10733,4,1,65,63,CC,26,89,42,-44,>
<,10734,4,1,65,62,83,DF,DF,42,-48,>
<,10735,4,1,65,63,EB,2B,89,42,-46,>
<,10736,4,1,65,63,A,31,89,42,-44,>
<,10737,4,1,65,62,A2,E4,DF,42,-47,>
<,10738,4,1,65,63,29,36,89,42,-44,>
<,10739,4,1,65,62,C1,E9,DF,42,-51,>
<,10740,4,1,65,63,48,3B,89,42,-44,>
<,10741,4,1,65,63,67,40,89,42,-44,>
<,10742,4,1,65,62,E0,EE,DF,42,-45,>
<,10743,4,1,65,63,86,45,89,42,-44,>
<,10744,4,1,65,62,FF,F3,DF,42,-45,>
<,10745,4,1,65,63,A5,4A,89,42,-48,>
<,10746,4,1,65,63,C4,4F,89,42,-47,>
<,10747,4,1,65,62,1E,F9,DF,42,-45,>
<,10748,4,1,65,63,E3,54,89,42,-44,>
<,10749,4,1,65,61,6E,69,47,43,-46,>
<,10750,4,1,65,62,3D,FE,DF,42,-44,>
<,10751,4,1,65,63,2,5A,89,42,-45,>
<,10752,4,1,65,63,21,5F,89,42,-43,>
<,10753,4,1,65,62,5C,3,E0,42,-46,>
<,10754,4,1,65,61,FD,6B,47,43,-43,>
<,10755,4,1,65,63,40,64,89,42,-43,>
<,10756,4,1,65,62,7B,8,E0,42,-43,>
<,10757,4,1,65,63,5F,69,89,42,-44,>
<,10758,4,1,65,61,8C,6E,47,43,-42,>
<,10759,4,1,65,62,9A,D,E0,42,-44,>
<,10760,4,1,65,63,7E,6E,89,42,-44,>
<,10761,4,1,65,61,1B,71,47,43,-42,>
<,10762,4,1,65,63,9D,73,89,42,-45,>
<,10763,4,1,65,62,B9,12,E0,42,-44,>
<,10764,4,1,65,61,AA,73,47,43,-42,>
<,10765,4,1,65,63,BC,78,89,42,-41,>
<,10766,4,1,65,61,39,76,47,43,-42,>
<,10767,4,1,65,62,D8,17,E0,42,-42,>
<,10768,4,1,65,63,DB,7D,89,42,-42,>
<,10769,4,1,65,61,C8,78,47,43,-44,>
<,10770,4,1,65,63,FA,82,89,42,-55,>
<,10771,4,1,65,62,F7,1C,E0,42,-43,>
<,10772,4,1,65,61,57,7B,47,43,-43,>
<,10773,4,1,65,63,19,88,89,42,-41,>
<,10774,4,1,65,62,16,22,E0,42,-42,>
<,10775,4,1,65,61,E6,7D,47,43,-43,>
<,10776,4,1,65,63,38,8D,89,42,-42,>
<,10777,4,1,65,62,35,27,E0,42,-42,>
<,10778,4,1,65,61,75,80,47,43,-42,>
<,10779,4,1,65,63,57,92,89,42,-42,>
<,10780,4,1,65,63,76,97,89,42,-42,>
<,10781,4,1,65,62,54,2C,E0,42,-46,>
<,10782,4,1,65,63,95,9C,89,42,-42,>
<,10783,4,1,65,62,73,31,E0,42,-42,>
<,10784,4,1,65,63,B4,A1,89,42,-45,>
<,10785,4,1,65,62,92,36,E0,42,-42,>
<,10786,4,1,65,63,D3,A6,89,42,-42,>
<,10787,4,1,65,63,F2,AB,89,42,-44,>
<,10788,4,1,65,62,B1,3B,E0,42,-42,>
<,10789,4,1,65,63,11,B1,89,42,-43,>
<,10790,4,1,65,62,D0,40,E0,42,-43,>
<,10791,4,1,65,63,30,B6,89,42,-42,>
